variable,label,include,comments,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_10_,Which Ethnic Minority Does R's Sibling Belong To,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_11_,Which Ethnic Minority Does R's Sibling Belong To,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_12_,Which Ethnic Minority Does R's Sibling Belong To,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_13_,Which Ethnic Minority Does R's Sibling Belong To,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_14_,Which Ethnic Minority Does R's Sibling Belong To,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_1_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,兄弟姐妹有过下乡经历应该没关系吧,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_2_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_3_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_4_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_5_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_6_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_7_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_8_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_9_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_10_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_11_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_12_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_13_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_14_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc016_w3_15_,R's Sibling Had The Experience Of 'Down To The Countryside' Movement,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_1_,R's Sibling Had The Experience Of Army,no,兄弟姐妹的服役经历应该没关系吧,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_2_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_3_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_4_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_5_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_6_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_7_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_8_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_9_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_10_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_11_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_12_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_13_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_14_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc017_w3_15_,R's Sibling Had The Experience Of Army,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_1_,R's Sibling Has Religious Belief,no,宗教可能有关系,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_2_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_3_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_4_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_5_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_6_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_7_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_8_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_9_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_10_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_11_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_12_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_13_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_14_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc018_w3_15_,R's Sibling Has Religious Belief,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_1_,R's Sibling Can Take Care Of Himself/Herself,no,这个应该有关系,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_2_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_3_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_4_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_5_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_6_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_7_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_8_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_9_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_10_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_11_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_12_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_13_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_14_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc006_w3_2_15_,R's Sibling Can Take Care Of Himself/Herself,no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_1_,Number Of R's Sibling's Child(ren),no,小一辈的多点是不是也有关系，照顾的更好,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_2_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_3_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_4_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_5_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_6_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_7_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_8_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_9_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_10_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_11_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_12_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_13_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_14_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc007_w3_15_,Number Of R's Sibling's Child(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_1_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_2_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_3_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_4_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_5_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_6_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_7_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_8_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_9_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_10_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_11_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_12_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_13_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_14_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc008_w3_15_,Number of R's Sibling's Child(ren) Under Age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_1_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_2_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_3_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_4_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_5_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_6_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_7_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_8_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_9_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_10_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_11_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_12_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_13_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_14_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc009_w3_15_,Number of R's Sibling's Grandchild(ren),no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_1_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_2_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_3_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_4_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_5_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_6_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_7_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_8_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_9_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_10_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_11_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_12_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_13_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_14_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc010_w3_15_,Number of R's sibling's grandchild(ren) under age 16,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_1_,R's Sibling's Marital Status,no,兄弟姐妹的婚姻状况可能有关吧,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_2_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_3_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_4_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_5_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_6_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_7_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_8_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_9_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_10_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_11_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_12_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_13_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_14_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc011_w3_15_,R's Sibling's Marital Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_1_,R's Sibling's Health Status,no,兄弟姐妹的健康情况应该有关系,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_2_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_3_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_4_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_5_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_6_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_7_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_8_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_9_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_10_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_11_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_12_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_13_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_14_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc012_w3_15_,R's Sibling's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_1_,R's Sibling Is Working Currently,no,能反映出一些经济情况？,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_2_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_3_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_4_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_5_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_6_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_7_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_8_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_9_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_10_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_11_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_12_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_13_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_14_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc013_w3_15_,R's Sibling Is Working Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_1_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_2_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_3_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_4_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_5_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_6_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_7_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_8_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_9_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_10_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_11_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_12_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_13_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_14_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc015_w3_15_,R's Sibling's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_1_,How About R's Sibling's Life Compared With R's,no,对比结果反映心态、心理？,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_2_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_3_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_4_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_5_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_6_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_7_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_8_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_9_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_10_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_11_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_12_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_13_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_14_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
cc019_w3_15_,How About R's Sibling's Life Compared With R's,no,,,,,,,,,,,,,,,,,,,,,,,,
proxy.x,Interview Done By Proxy,no,,,,,,,,,,,,,,,,,,,,,,,,
cg003_w2_1_,How Often Did R Receive Assistance In Answering Section CA/CC,no,,,,,,,,,,,,,,,,,,,,,,,,
xsdied,Spouse Died,no,,,,,,,,,,,,,,,,,,,,,,,,
cc005_w2_1,Who Answered The Questions About Spouse's Parents And Siblings,no,,,,,,,,,,,,,,,,,,,,,,,,
xsiblingnums,Number Of Spouse's Sibling(s),no,配偶的兄弟姐妹这个很间接吧，但也不确定,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss1,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss2,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss3,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss4,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss5,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss6,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss7,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss8,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss9,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss10,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss11,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss12,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss13,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss14,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss15,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc001_w3_ss97,Spouse's Sibling Died Since 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc000_w3_1_s,Number Of Spouse's Living Siblings By 2014,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_1_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_2_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_3_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_4_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_5_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_6_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_7_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_8_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_9_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_10_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_11_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_12_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_s_13_,Spouse's Sibling's Highest Level Of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_1_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_2_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_3_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_4_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_5_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_6_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_7_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_8_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_9_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_10_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_11_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_12_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc003_w3_0_s_13_,Spouse's Sibling Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
cc004_w3_s_1_,Spouse's Sibling Is The Party Member,no,,,,,,,,,,,,,,,,,,,,,,,,
cc004_w3_s_2_,Spouse's Sibling Is The Party Member,no,,,,,,,,,,,,,,,,,,,,,,,,
cc004_w3_s_3_,Spouse's Sibling Is The Party Member,no,,,,,,,,,,,,,,,,,,,,,,,,
cc004_w3_s_4_,Spouse's Sibling Is The Party Member,no,,,,,,,,,,,,,,,,,,,,,,,,
cc004_w3_s_5_,Spouse's Sibling Is The Party Member,no,,,,,,,,,,,,,,,,,,,,,,,,
